tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***47685,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1740,OPP,62 GLENDALE AVE,,,ON
***82999,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1740,NR,4 BOWSFIELD RD,,,ON
***98082,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1741,NR,101 MC GILL ST,,,ON
***47686,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1742,NR,84 MERRICK ST,,,ON
***32656,20120102,347,PARK IN A FIRE ROUTE,250,1743,AT,45 OVERLEA BLVD,,,ON
***18804,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1743,OPP,75 TANDRIDGE CRES,,,MD
***90527,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1743,NR,19 GOLFDALE RD,,,ON
***98083,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1743,OPP,126 MC GILL ST,,,ON
***32657,20120102,347,PARK IN A FIRE ROUTE,250,1744,AT,45 OVERLEA BLVD,,,ON
***27146,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1745,AT,92 YORKVILLE AVE,,,ON
***13654,20120102,9,STOP HWY PROHIB TIME/DAY,60,1745,NR,18 HOLLYWOOD AVE,,,ON
***13655,20120102,15,PARK 3M OF FIRE HYDRANT,100,1746,NR,6 SPRING GARDEN AVE,,,ON
***47687,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1746,NR,111 SUNNYSIDE AVE,,,ON
***27147,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1747,AT,92 YORKVILLE AVE,,,ON
***90528,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1747,NR,6 GLEN ECHO RD,,,ON
***90529,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1748,NR,6 GLEN ECHO RD,,,ON
***54498,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1749,OPP,95 WALTON ST,,,ON
***54499,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1750,OPP,95 WALTON ST,,,ON
***06000,20120102,347,PARK IN A FIRE ROUTE,250,1750,AT,51 THE CHIMNEYSTACK RD,,,ON
***65903,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1754,NR,19 WHITEWOOD RD,,,ON
***27148,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1755,AT,136 YORKVILLE AVE,,,ON
***13959,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1755,W/S,GREENWOOD AVE,S/O,SANDFORD AVE,ON
***90750,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1755,NR,20 EDWARD ST,,,IL
***90751,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1756,NR,20 EDWARD ST,,,ON
***75989,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1757,NR,21 IRWIN AVE,,,ON
***90752,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1757,NR,20 EDWARD ST,,,ON
***55442,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1758,,300 BOROUGH DR,,,ON
***18805,20120102,347,PARK IN A FIRE ROUTE,250,1758,AT,34 DIXINGTON CRES,,,ON
***22704,20120102,347,PARK IN A FIRE ROUTE,250,1801,AT,3227 EGLINTON AVE E,,,ON
***96788,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1803,AT,2685 YONGE ST,,,ON
***05276,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1803,NR,10 ELDORA AVE,,,ON
***13656,20120102,15,PARK 3M OF FIRE HYDRANT,100,1804,OPP,4 OAKBURN CRES,,,ON
***22705,20120102,347,PARK IN A FIRE ROUTE,250,1804,AT,3227 EGLINTON AVE E,,,ON
***96789,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1804,AT,2685 YONGE ST,,,ON
***96790,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1806,AT,2685 YONGE ST,,,ON
***11051,20120102,82,PARK-PASSENGER/FREIGHT LOADING,40,1807,NR,10 MARKET ST,,,ON
***14687,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1809,NR,2161 QUEEN ST E,,,ON
***64402,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1809,W/S,BATAVIA AVE,N/O,ST CLAIR AVE W,ON
***75990,20120102,192,STAND SIGNED TRANSIT STOP,60,1810,NR,7 ELM ST,,,ON
***65904,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1810,NR,661 MERTON ST,,,ON
***14688,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1811,NR,36 HAMMERSMITH AVE,,,ON
***04635,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1811,NR,1627 DUNDAS ST W,,,ON
***13960,20120102,192,STAND SIGNED TRANSIT STOP,60,1812,NR,10 GREENWOOD AVE,,,ON
***13657,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1813,NR,5140 YONGE ST,,,ON
***33179,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1814,,1800 SHEPPARD AVE E,,,ON
***96791,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1814,NR,2400 YONGE ST,,,ON
***20174,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1815,AT,1380 DON MILLS RD,,,ON
***65905,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1815,NR,465 MANOR RD E,,,ON
***65107,20120102,15,PARK 3M OF FIRE HYDRANT,100,1816,NR,53 FENWICK AVE,,,ON
***20175,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1817,AT,1380 DON MILLS RD,,,ON
***64403,20120102,5,PARK-HWY PROHIB TIMES/DAYS,40,1817,NR,168 EILEEN AVE,,,ON
***98084,20120102,384,STOP VEH OTR THN BCYCL-BYCL LN,60,1817,NR,86 GERRARD ST E,,,ON
***33180,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1818,,1800 SHEPPARD AVE E,,,ON
***63917,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1818,NR,386 BRUNSWICK AVE,,,ON
***20176,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1819,AT,1380 DON MILLS RD,,,ON
***33181,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1820,,1800 SHEPPARD AVE E,,,ON
***98085,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1820,NR,100 MAITLAND ST,,,ON
***22706,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1821,AT,68 GRANGEWAY AVE,,,ON
***33182,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1822,,1800 SHEPPARD AVE E,,,ON
***41054,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1824,,107 ST GEORGE ST,,,ON
***22707,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1824,AT,68 GRANGEWAY AVE,,,ON
***22708,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1825,AT,68 GRANGEWAY AVE,,,ON
***45928,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1825,NR,8 ST HILDA'S AVE,,,ON
***90530,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1825,NR,262 RIDLEY BLVD,,,ON
***22709,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1826,AT,68 GRANGEWAY AVE,,,ON
***32726,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1826,NR,25 PATON RD,,,ON
***41195,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1827,NR,609 WELLINGTON ST W,,,ON
***90753,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1827,NR,3 ELM ST,,,NS
***29622,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1828,AT,2550 PHARMACY AVE,,,ON
***47688,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1828,OPP,14 GLENDALE AVE,,,ON
***41196,20120102,15,PARK 3M OF FIRE HYDRANT,100,1829,NR,584 WELLINGTON ST W,,,ON
***18806,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1830,AT,10 WILLOWRIDGE RD,,,ON
***05277,20120102,49,FAIL TO PARK/STOP PARA RTHD HW,15,1830,NR,364 MILVERTON BLVD,,,ON
***89145,20120102,48,FAIL TO PARK/STOP PAR TO CURB,15,1832,NR,15 ORLANDO BLVD,,,IL
***90115,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1832,NR,164 EGLINTON AVE E,,,ON
***98491,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1832,NR,660 BRIAR HILL AVE,,,ON
***05278,20120102,2,PARK OVER 3 HOURS,15,1832,NR,384 MILVERTON BLVD,,,ON
***05279,20120102,2,PARK OVER 3 HOURS,15,1833,NR,388 MILVERTON BLVD,,,ON
***22710,20120102,8,STAND VEH HWY PRO TIMES/DAYS,60,1834,W/S,BRIAN HARRISON WAY,N/O,BOROUGH DR,ON
***44996,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1834,AT,95 WALTON ST,,,ON
***47689,20120102,15,PARK 3M OF FIRE HYDRANT,100,1834,NR,65q WRIGHT AVE,,,ON
***05280,20120102,2,PARK OVER 3 HOURS,15,1834,NR,410 MILVERTON BLVD,,,ON
***75991,20120102,15,PARK 3M OF FIRE HYDRANT,100,1837,NR,289 SPADINA AVE,,,ON
***44997,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1837,AT,95 WALTON ST,,,ON
***90531,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1837,AT,833 WILSON AVE,,,ON
***90754,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1838,NR,400 KING ST W,,,ON
***11389,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1838,NR,364 DANFORTH AVE,,,ON
***29623,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1839,NR,183 EDMONTON DR,,,ON
***44998,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1841,OPP,95 WALTON ST,,,ON
***65108,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1841,NR,6 ELLERBECK ST,,,ON
***90532,20120102,9,STOP HWY PROHIB TIME/DAY,60,1841,N/S,GARRATT BLVD,W/O,WILSON AVE,ON
***11390,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1841,AT,320 DANFORTH AVE,,,ON
***45929,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1842,NR,2 BLYTHWOOD GDNS,,,ON
***06001,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1843,AT,45 DRIFTWOOD AVE,,,ON
***14689,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1844,AT,663 KINGSTON RD,,,ON
***22711,20120102,48,FAIL TO PARK/STOP PAR TO CURB,15,1844,NR,4 FURLONG CRT,,,ON
***06002,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1844,AT,45 DRIFTWOOD AVE,,,ON
***11391,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1844,AT,348 DANFORTH AVE,,,ON
***06003,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1846,AT,45 DRIFTWOOD AVE,,,ON
***98492,20120102,30,STOP-ON/OVER SIDEWALK/FOOTPATH,60,1847,W/S,OAKWOOD AVE,S/O,EGLINTON AVE W,ON
***11392,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1847,AT,320 DANFORTH AVE,,,ON
***13658,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1849,NR,5100 YONGE ST,,,ON
***11393,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1849,AT,348 DANFORTH AVE,,,ON
***04636,20120102,15,PARK 3M OF FIRE HYDRANT,100,1850,NR,490 BROCK AVE,,,ON
***14690,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1851,NR,919 KINGSTON RD,,,ON
***98086,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1851,OPP,730 YONGE ST,,,ON
***13961,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1856,NR,875 QUEEN ST E,,,ON
***14691,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1857,NR,995 KINGSTON RD,,,ON
***13659,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1858,NR,5451 YONGE ST,,,ON
***13660,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1858,NR,5451 YONGE ST,,,ON
***90533,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1858,NR,14 YONGE BLVD,,,ON
***13661,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1859,NR,5449 YONGE ST,,,ON
***44999,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1859,AT,711 BAY ST,,,ON
***65109,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1859,NR,421 DANFORTH AVE,,,ON
***90116,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1859,OPP,20 EGLINTON AVE E,,,ON
***13962,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1900,NR,50 COADY AVE,,,ON
***90534,20120102,15,PARK 3M OF FIRE HYDRANT,100,1900,NR,46 OLD ORCHARD GRV,,,ON
***29624,20120102,2,PARK LONGER THAN 3 HOURS,15,1901,NR,22 CASEBRIDGE CRT,,,ON
***64404,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1901,AT,1575 LAWRENCE AVE W,,,ON
***13963,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1902,NR,73 BERTMOUNT AVE,,,ON
***22712,20120102,5,PARK HWY PRO TIMES/DAYS,40,1903,NR,410 MCCOWAN RD,,,ON
***87866,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1903,NR,2878 LAKE SHORE BLVD W,,,ON
***90535,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1904,NR,3300 YONGE ST,,,MI
***04637,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1904,NR,357 RUSHOLME RD,,,ON
***14692,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1905,NR,96 LEE AVE,,,ON
***65110,20120102,363,PARK ON-STRT DISABLD NO PERMIT,450,1906,NR,123 HAZELWOOD AVE,,,ON
***87867,20120102,15,PARK 3 M OF FIRE HYDRANT,100,1906,NR,124 EIGHTH ST,,,ON
***98493,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1907,NR,533 ST CLAIR AVE W,,,ON
***14693,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1908,E/S,WINEVA AVE,S/O,ISLEWORTH AVE,ON
***90117,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1908,NR,1920 YONGE ST,,,ON
***13964,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1910,NR,81 MARJORY AVE,,,ON
***14694,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1910,N/S,ISLEWORTH AVE,E/O,HAMMERSMITH AVE,ON
***89146,20120102,347,PARK IN A FIRE ROUTE,250,1910,R/O,1911 EGLINTON AVE E,,,ON
***11052,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1910,NR,70 MILL ST,,,ON
***22713,20120102,347,PARK IN A FIRE ROUTE,250,1911,AT,3227 EGLINTON AVE E,,,ON
***87868,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1912,NR,2412 LAKE SHORE BLVD W,,,ON
***11394,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1912,NR,41 ELM ST,,,ON
***13662,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1913,NR,5576 YONGE ST,,,ON
***14695,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1913,NR,84 HAMMERSMITH AVE,,,ON
***06004,20120102,15,PARK-3M OF FIRE HYDRANT,100,1914,N/S,JOHN ST,W/O,SOUTH STATION ST,ON
***65111,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1915,NR,402 DANFORTH AVE,,,ON
***11395,20120102,15,PARK 3M OF FIRE HYDRANT,100,1915,NR,13 ELM ST,,,ON
***67500,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1916,AT,40 GERRARD ST E,,,ON
***85107,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1917,NR,3 VANCOUVER AVE,,,ON
***11396,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1917,NR,3 ELM ST,,,ON
***97139,20120102,347,PARK IN A FIRE ROUTE,250,1918,,3401 DUFFERIN ST,,,ON
***75992,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1918,NR,420 DUNDAS ST W,,,ON
***87869,20120102,8,STAND VEH HWY PRO TIME/DAY,60,1918,NR,58 MARINE PARADE DR,,,ON
***87870,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1919,OPP,58 MARINE PARADE DR,,,ON
***87871,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1919,OPP,58 MARINE PARADE DR,,,ON
***13663,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1922,NR,5451 YONGE ST,,,ON
***89147,20120102,5,PARK HWY PRO TIMES/DAYS,40,1922,NR,47 CATARAQUI CRES,,,ON
***65112,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1924,NR,518 DANFORTH AVE,,,ON
***90536,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1924,OPP,6 GLEN ECHO RD,,,ON
***06005,20120102,16,PARK 9M OF INTERSECTING HWY,40,1924,S/S,WOODWARD AVE,E/O,UPHILL AVE,ON
***90537,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1925,NR,6 GLEN ECHO RD,,,ON
***65113,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1926,NR,488 DANFORTH AVE,,,ON
***90538,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1926,OPP,6 GLEN ECHO RD,,,ON
***22714,20120102,347,PARK IN A FIRE ROUTE,250,1927,AT,421 MARKHAM RD,,,ON
***13664,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1928,NR,5400 YONGE ST,,,ON
***63918,20120102,15,PARK 3M OF FIRE HYDRANT,100,1929,NR,101 NIAGARA ST,,,ON
***14696,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1930,NR,1037 KINGSTON RD,,,ON
***98869,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1931,NR,101 MC GILL ST,,,ON
***22715,20120102,5,PARK HWY PRO TIMES/DAYS,40,1932,NR,1 VAN ALLAN RD,,,ON
***98870,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1932,NR,101 MC GILL ST,,,ON
***89148,20120102,347,PARK IN A FIRE ROUTE,250,1934,NR,30 TEESDALE PL,,,ON
***90539,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1934,NR,3320 YONGE ST,,,ON
***98871,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1935,NR,99 GRANBY ST,,,ON
***04638,20120102,15,PARK 3M OF FIRE HYDRANT,100,1935,NR,30 COOLMINE RD,,,ON
***11397,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1935,NR,201 ELIZABETH ST,,,ON
***29625,20120102,2,PARK LONGER THAN 3 HOURS,15,1936,NR,2 CHARLEMONT CRES,,,ON
***11053,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1936,OPP,43 FREELAND ST,,,ON
***63919,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1937,NR,2 AUGUSTA AVE,,,ON
***08889,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1937,OPP,55 BREMNER BLVD,,,ON
***32658,20120102,357,PARK IN DISABLED NOT DROP OFF,450,1938,AT,555 REXDALE BLVD,,,ON
***22716,20120102,355,PARK IN DISABLED NO PERMIT,450,1938,AT,695 MARKHAM RD,,,ON
***85108,20120102,192,STAND SIGNED TRANSIT STOP,60,1938,NR,716 KINGSTON RD,,,ON
***11398,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1938,S/S,GERRARD ST W,E/O,UNIVERSITY AVE,ON
***14697,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1939,E/S,COXWELL AVE,N/O,QUEEN ST E,QC
***13665,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1940,NR,5100 YONGE ST,,,ON
***22717,20120102,347,PARK IN A FIRE ROUTE,250,1940,AT,695 MARKHAM RD,,,ON
***47690,20120102,77,PARK 60CM OF DRIVEWAY/LANEWAY,40,1940,NR,125 GRENADIER RD,,,ON
***98872,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1940,NR,37 GLOUCESTER ST,,,ON
***13666,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1941,NR,5100 YONGE ST,,,ON
***14698,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1941,N/S,QUEEN ST E,W/O,COXWELL AVE,ON
***98873,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1942,NR,29 GLOUCESTER ST,,,ON
***77548,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1943,OPP,70 ST MARY ST,,,ON
***32659,20120102,355,PARK IN DISABLED NO PERMIT,450,1943,AT,555 REXDALE BLVD,,,ON
***90118,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1943,NR,180 BLOOR ST W,,,NJ
***13965,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1944,NR,102 VICTOR AVE,,,ON
***29626,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1944,AT,76 PARKWOODS VILLAGE DR,,,ON
***04639,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1944,NR,614 BROCK AVE,,,ON
***11399,20120102,82,PARK-PASSENGER/FREIGHT LOADING,40,1944,NR,21 COLLEGE ST,,,ON
***20177,20120102,355,PARK IN DISABLED NO PERMIT,450,1946,AT,555 REXDALE BLVD,,,ON
***14699,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1947,NR,1430 GERRARD ST E,,,ON
***47691,20120102,134,PARK IN PUBLIC LANE,30,1947,R/O,124 LANSDOWNE AVE,,,ON
***18807,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1948,OPP,3 CAMBRIAN RD,,,ON
***20178,20120102,355,PARK IN DISABLED NO PERMIT,450,1949,AT,555 REXDALE BLVD,,,ON
***14700,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1949,NR,1342 GERRARD ST E,,,ON
***63920,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1949,NR,1 BORDEN ST,,,ON
***63921,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1949,NR,1 BORDEN ST,,,ON
***13966,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1950,NR,34 BOULTON AVE,,,ON
***63922,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1950,NR,1 BORDEN ST,,,ON
***98087,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1950,NR,7 DUNDAS SQ,,,ON
***05281,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1950,NR,3000 DANFORTH RD,,,ON
***75993,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1951,NR,15 ST MARY ST,,,ON
***05282,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1951,NR,3000 DANFORTH RD,,,ON
***14701,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1952,W/S,WOODFIELD RD,N/O,GERRARD ST E,ON
***11400,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1952,OPP,3 CHARLES ST W,,,ON
***98874,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1954,NR,2 CAWTHRA SQ,,,ON
***05283,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1954,NR,3020 DANFORTH RD,,,ON
***98875,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1955,NR,2 CAWTHRA SQ,,,ON
***14702,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1956,OPP,1430 GERRARD ST E,,,ON
***98088,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1957,OPP,80 GOULD ST,,,ON
***11401,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1957,OPP,2 BALMUTO ST,,,ON
***29627,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1958,AT,26 UNDERHILL DR,,,ON
***22718,20120102,347,PARK IN A FIRE ROUTE,250,2001,AT,2900 ELLESMERE RD,,,ON
***31157,20120102,134,PARK IN PUBLIC LANE,30,2001,NR,61 YORKVILLE AVE,,,ON
***89149,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2001,NR,1749 VICTORIA PARK AVE,,,ON
***13967,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,2002,NR,1 VANCOUVER AVE,,,ON
***63923,20120102,5,PARK HWY PROHIBED TIME/DAY,40,2003,NR,614 BLOOR ST W,,,ON
***14703,20120102,48,FAIL TO PARK/STOP PARA TO CURB,15,2004,W/S,GLEN STEWART CRES,S/O,KINGSTON RD,ON
***04640,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,2004,NR,144 GRACE ST,,,NB
***46771,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2005,,2777 KIPLING AVE,,,ON
***04641,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,2005,NR,132 GRACE ST,,,ON
***04642,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,2006,NR,130 GRACE ST,,,ON
***65114,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2007,NR,499 DANFORTH AVE,,,ON
***13667,20120102,9,STOP HWY PROHIB TIME/DAY,60,2008,E/S,BEECROFT RD,S/O,SHEPPARD AVE W,ON
***04643,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,2008,NR,122 GRACE ST,,,ON
***11402,20120102,5,PARK HWY PROHIBED TIME/DAY,40,2008,NR,20 EDWARD ST,,,ON
***75994,20120102,192,STAND SIGNED TRANSIT STOP,60,2011,NR,438 DUNDAS ST W,,,ON
***29628,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2011,AT,5 PARKWAY FOREST DR,,,ON
***08890,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2011,NR,33 BAY ST,,,ON
***11403,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,2011,NR,3 ELM ST,,,ON
***32727,20120102,15,PARK 3M OF FIRE HYDRANT,100,2014,OPP,383 PACIFIC AVE,,,ON
***67501,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2016,AT,81 NAVY WHARF CRT,,,ON
***87872,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,2016,NR,8 UNO DR,,,ON
***87873,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,2016,NR,8 UNO DR,,,ON
***75995,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2017,NR,460 DUNDAS ST W,,,ON
***63924,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,2017,E/S,SHAW ST,S/O,ESSEX ST,ON
***87874,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,2017,NR,8 UNO DR,,,ON
***75996,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2018,NR,460 DUNDAS ST W,,,ON
***89150,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2018,NR,2360 EGLINTON AVE E,,,ON
***64405,20120102,5,PARK HWY PROHIBED TIME/DAY,40,2019,NR,2 TERCEIRA CRCL,,,ON
***22719,20120102,347,PARK IN A FIRE ROUTE,250,2020,AT,1050 MARKHAM RD,,,ON
***64406,20120102,5,PARK HWY PROHIBED TIME/DAY,40,2020,OPP,55 ALGARVE CRES,,,ON
